,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
45644,4MOOxZXuvhz2y9wxdoRrce,John Pizzarelli,John Pizzarelli Meets The Beatles,Can't Buy Me Love,23,214000,False,0.539,0.434,0,-8.523,1,0.0387,0.229,1.32e-06,0.0739,0.804,104.869,4,guitar
45645,778Wbi3RGYSHiAT8OoWDE2,George Dalaras,O Metikos (Remastered),Eho Enan Kafene - Remastered 2005,23,195200,False,0.398,0.465,5,-9.147,0,0.036,0.745,0.000108,0.193,0.409,118.908,4,guitar
45646,1HiJ7iacnc1kFWHpc3HRoU,Cuco Sánchez,Viva México (Remastered),Que Manera de Perder - Remastered,23,140506,False,0.523,0.0966,5,-12.971,1,0.0459,0.937,0.0,0.0844,0.441,109.628,5,guitar
45647,1hROBnCqFzpXwOXeAM5PMU,Los Tecolines,Antología... Los Tecolines,Adios Mariquita Linda,23,179200,False,0.736,0.369,2,-11.387,1,0.0464,0.954,1.75e-05,0.247,0.745,103.19,4,guitar
45648,4j9KDCxtCSmTLTjq6INIrC,Cuco Sánchez,Serie De Coleccion 15 Autenticos,Hace un Año,23,205040,False,0.508,0.118,5,-16.519,1,0.0553,0.758,2.49e-06,0.0945,0.268,143.302,3,guitar
45649,1lZ63WONmerfN9LwRRltYy,Cuco Sánchez,La Gran Colección del 60 Aniversario CBS - Cuco Sánchez,La San Marqueña,23,167106,False,0.564,0.45,0,-9.417,0,0.0397,0.891,0.0,0.377,0.802,93.152,3,guitar
45650,4YF95ySg5ilyCzPnG6Kskr,Midwife,Sickworld,Sickworld,43,402265,False,0.201,0.154,11,-19.111,1,0.0319,0.846,0.862,0.0872,0.0787,62.895,4,guitar
45651,2uuykQmIKK4g0vjowVChO3,paniyolo,hitotema,Color,46,285800,False,0.573,0.102,6,-20.757,0,0.0638,0.983,0.914,0.124,0.249,145.651,3,guitar
45652,45m0JU1iR7C5hJ0kPh86F2,Felix Trapp,Die Wanderbiene,Die Wanderbiene,47,189812,False,0.629,0.123,7,-19.583,1,0.077,0.994,0.954,0.112,0.313,101.034,4,guitar
45653,0VyscP08nnuhIJCsghha5d,Yoshihiro Koseki,久石譲~ギターソロ・アレンジ,君をのせて,44,121228,False,0.556,0.125,7,-18.549,1,0.0516,0.994,0.969,0.104,0.382,104.191,4,guitar
45654,6MQiGSt5jFsWSmRYL09zTE,Casper Esmann,Spring Wind (Clannad),Spring Wind (Clannad),32,208000,False,0.556,0.418,7,-12.739,1,0.0392,0.714,0.802,0.104,0.528,85.626,4,guitar
45655,1Ibs1rPsQ2ADT2nQ3Z4QBe,Ichika Nito,until the end,Lost,41,123108,False,0.611,0.389,5,-13.37,0,0.0357,0.94,0.942,0.0854,0.232,116.258,4,guitar
45656,5nmvzqwFTpY7UvC8t748bK,Las Perlas Negras,Rio Panama,Rio Panama,47,166000,False,0.558,0.11,9,-17.48,1,0.145,0.984,0.921,0.103,0.268,131.307,4,guitar
45657,6QSOIejoVt6sFkPHL4JGb5,Hammock,Far Cry 5 Presents: We Will Rise Again (Original Game Soundtrack),Now He's Our Father (Reinterpretation),33,317487,False,0.0688,0.326,0,-15.193,1,0.0412,0.792,0.756,0.114,0.0387,75.48,3,guitar
45658,3T8Q3pKqqpyz7E2U3VKiwn,Oliver Young,Solus,Solus,49,241196,False,0.672,0.106,7,-14.727,1,0.0526,0.951,0.884,0.105,0.297,94.949,4,guitar
45659,50CjuCGXWHvo6qnoGpRl5c,Andrew Foy;Renee Foy,drivers license,drivers license,25,236666,False,0.561,0.017,3,-30.307,1,0.0407,0.832,0.000387,0.099,0.156,143.849,4,guitar
45660,63GKLwpWhgcDdQSB20S1oP,Steve Vai,Alive In An Ultra World,Whispering a Prayer,27,525626,False,0.155,0.3,4,-13.669,1,0.0429,0.648,0.719,0.938,0.159,80.568,4,guitar
45661,5Om0sASnaXQ5BMlYhrrMpi,Maneli Jamal,The Lamaj Movement,We Made It,36,239109,False,0.484,0.0701,6,-19.335,1,0.0586,0.961,0.516,0.0917,0.309,114.539,3,guitar
45662,6pG7yxpLt08pUf3SgAikFu,Eddie van der Meer,"Anime Songs, #7","The World (From ""Death Note"")",25,86000,False,0.411,0.388,11,-9.457,0,0.0496,0.538,0.929,0.304,0.356,97.313,4,guitar
45663,2st24VONuY9hqiGAPkhyua,Bombino,Nomad,Tamiditine,45,279346,False,0.54,0.359,2,-12.122,1,0.0337,0.811,0.907,0.0878,0.2,113.376,4,guitar
45664,3Oj3qgVvYddVbPrNBDEWO3,Viktor Kvist,The Times They Are a-Changin’,The Times They Are a-Changin’,51,142645,False,0.599,0.0455,7,-21.333,1,0.0595,0.97,0.946,0.112,0.146,112.894,4,guitar
45665,2QWMlZTBznsuJKMUIKoz95,Luiz Bonfá,Solo in Rio 1959,Pernambuco,49,101360,False,0.713,0.0832,4,-23.894,0,0.0598,0.926,0.885,0.108,0.884,112.688,4,guitar
45666,1hrnpivogrJpH1erfn0kv7,Patrick Saussois;Ninine Garcia and Friends,Les Manouches de Saint-Ouen - rare Recordings of Gypsy music 1969 - 1983,La foule,22,153653,False,0.61,0.74,4,-8.025,0,0.0374,0.881,0.854,0.0519,0.864,109.254,1,guitar
45667,4E89kjSOH7Hh7aHBsgOVnn,Casper Esmann,Wonderful Tonight (Acoustic Instrumental),Wonderful Tonight - Acoustic Instrumental,38,230000,False,0.507,0.417,7,-10.686,1,0.0339,0.34,0.711,0.11,0.468,95.12,4,guitar
45668,1abVRPNtOgBL6UjblxOCwV,Denis Turbide,What Child Is This (Greensleeves),What Child Is This (Greensleeves),22,98166,False,0.734,0.305,2,-11.646,1,0.0484,0.87,0.888,0.1,0.273,61.999,3,guitar
45669,1KIpnbmuflX4c6INd3RIJb,Liad Abraham,"Instrumental Guitar Covers, Vol. 1",Take on Me,45,163780,False,0.446,0.142,7,-13.91,1,0.0481,0.917,0.892,0.113,0.173,117.393,4,guitar
45670,6B9Mgf9smWqxDjA35VD6MK,Little Symphony,Rialto Beach,Campomoro,22,148711,False,0.0,0.00108,0,-30.204,1,0.0,0.952,0.991,0.242,0.0,0.0,0,guitar
45671,0dTMutSTKN6HS7O5gF5FOy,Dúo Wayra,Camino del Cielo,Camino del Cielo,22,209769,False,0.654,0.445,0,-9.701,1,0.0435,0.686,0.000876,0.136,0.565,77.852,4,guitar
45672,4Lb7veXPStfzANT27Zsk7k,Jeff Peterson,海カフェ~ウクレレ・ハワイ,Someone To Watch Over Me,22,254906,False,0.351,0.323,0,-19.311,1,0.0469,0.991,0.885,0.715,0.321,79.559,4,guitar
45673,1vbJGnH8xYxx1YewaDDQnO,Keola Beamer;Kapono Beamer,Hawaii's Keola & Kapono Beamer,He Aloha No'O Honolulu,22,227240,False,0.543,0.25,10,-10.925,1,0.0277,0.936,0.00353,0.144,0.569,97.564,4,guitar
45674,4JiJm5sCW2ha6D9QkTuS5O,Noriyasu Takeuchi,JPOPギターベスト1,CAN YOU CELEBRATE,22,250347,False,0.607,0.0572,11,-22.39,0,0.0555,0.978,0.921,0.0995,0.239,90.578,4,guitar
45675,4q2MkIUOr0ChPEuZdHSqgs,Ozzie Kotani,Kani Kī Hō'alu,Kī Hō'alu,23,144693,False,0.485,0.293,11,-17.087,1,0.053,0.92,0.864,0.105,0.229,76.716,4,guitar
45676,23XdaKxpbB9D4mPCgoOgou,Kuana Torres Kahele,Ohai Ali'i Kaluhea,Ohai Ali'i Kaluhea,22,288492,False,0.415,0.414,9,-5.948,1,0.0277,0.833,0.0,0.181,0.203,79.871,4,guitar
45677,4rCDQoWpXhfpMBtpc5tjdg,Mikis Theodorakis;Petros Pandis,Mikis Theodorakis Concert 5,Ena To Helidoni,23,193201,False,0.667,0.523,11,-11.512,0,0.0677,0.538,0.0,0.16,0.754,120.736,4,guitar
45678,5L9z59FaKdw0CqCpvzrIIr,Chamin Madero,Guitarras Mexicanas 16 de Oro,Amor Eterno,22,218360,False,0.705,0.399,0,-10.309,1,0.0295,0.557,0.881,0.145,0.44,89.06,4,guitar
45679,6kreLbFo6RhwdbuZmPYGGH,Chamin Madero,Guitarras Mexicanas 16 de Oro,La Media Vuelta,22,209346,False,0.443,0.472,7,-11.399,1,0.0278,0.494,0.735,0.131,0.441,100.934,4,guitar
45680,7qYoRQupD9jJ67CfbZZl7g,Sonny Lim,Slack Key Guitar: The Artistry Of Sonny Lim,Kohala Medley,22,312333,False,0.62,0.108,3,-22.94,1,0.0548,0.949,0.886,0.145,0.363,111.972,4,guitar
45681,3MM6LUmNqXnGz6V5gZlap2,João Gilberto,João Voz E Violão,Segredo,23,195466,False,0.686,0.0317,4,-23.894,1,0.0703,0.917,0.169,0.11,0.398,128.7,4,guitar
45682,4rrDNJIlcE03cUe4RA74Z6,Chamin Madero,Guitarras Mexicanas 16 de Oro,Amaneci en Tus Brazos,22,223826,False,0.655,0.458,2,-12.13,1,0.027,0.753,0.908,0.16,0.697,89.999,4,guitar
45683,6tRcgIoOXfYbpJnTsUyK97,Keola & Kapono Beamer,Honolulu City Lights,Nanakuli,22,170200,False,0.719,0.365,7,-18.87,1,0.0397,0.312,0.0106,0.115,0.837,139.064,4,guitar
45684,0og2U8tsBAR7NJysRR6uBU,Al Di Meola;John McLaughlin;Paco de Lucía,Friday Night in San Francisco,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre, San Francisco, CA - December 5, 1980",49,691306,False,0.415,0.576,4,-11.628,0,0.0331,0.834,0.808,0.698,0.556,100.54,4,guitar
45685,7EWRbRsj4X2D5yki2irDal,Los Apus,Lágrimas Del Sol,No Podrás Olvidarme,23,355320,False,0.599,0.613,3,-4.61,1,0.0319,0.831,0.0272,0.102,0.669,86.326,4,guitar
45686,6ofc3xBYAjNBXtMuOa1Dts,Danny Carvalho,Slack Key Journey - On My Way,Hawaiian Soul,22,212600,False,0.346,0.333,3,-13.772,1,0.0378,0.904,0.856,0.168,0.303,175.436,4,guitar
45687,43ce6Pc5GEojaFRFmbZs15,Sonny Lim,Slack Key Guitar,Mehameha,22,218800,False,0.38,0.123,3,-24.779,1,0.0524,0.946,0.855,0.117,0.477,116.851,4,guitar
45688,4KXDsTlpdUe78WsdNfnRDY,Maunalua,He Inoa,He Is The Only Reason,22,299680,False,0.509,0.267,3,-12.508,1,0.0256,0.742,0.0,0.114,0.242,81.958,4,guitar
45689,5p44ydMYAmHKgIh6Efa4Fe,Dúo Hnos. Gaitán Castro,Desde las Entrañas del Fuego,Nuestra Promesa,24,265306,False,0.598,0.628,6,-4.318,0,0.0437,0.702,0.00279,0.114,0.726,78.479,4,guitar
45690,1ldV9pD6dxKPdVcLfaWr5c,The Maile Serenaders,Slack Key & Steel Guitar - Volume II,Sweet Lei Lehua,22,110360,False,0.504,0.451,0,-15.078,1,0.0381,0.762,0.739,0.4,0.908,112.439,4,guitar
45691,2KAvnAjVaIcS9sSmZVOR4i,William Luna,A Tiempo,Por Ti Estoy Solo,24,214026,False,0.483,0.71,9,-6.53,0,0.0325,0.605,1.51e-06,0.0789,0.858,80.112,4,guitar
45692,2PZryKb38MtoCTsZASWLJ4,Pat Metheny;Anna Maria Jopek,Upojenie,Letter from Home,24,166280,False,0.493,0.0931,5,-24.853,0,0.032,0.982,0.684,0.0285,0.277,79.106,4,guitar
45693,7MU5rdfUafbXfp7WVhSkx3,George Dalaras,Sta Psila Ta Parathiria (Remastered),Sta Hronia Tis Ipomonis,22,175573,False,0.572,0.619,2,-5.841,0,0.0337,0.709,0.0,0.196,0.842,177.644,4,guitar
45694,1KeYXMOAIC8gVYjAAqRYBv,Antonio Bribiesca,Los Éxitos de Antonio Bribiesca Y su Guitarra Mexicana,La Barca de Oro,22,220466,False,0.426,0.0506,7,-24.588,1,0.0643,0.976,0.935,0.117,0.228,82.718,1,guitar
45695,2ggLxejiY4aIzf7FmZDTTj,Los Poetas De La Guitarra,Music Without Words - Guitarra Vol. 2,Cielo Rojo / Cruz De Olvido,22,170225,False,0.511,0.33,2,-7.122,1,0.0585,0.609,0.846,0.0982,0.259,196.045,4,guitar
45696,5J89CMy1fDUEf73fi6KL9R,Cuco Sánchez,Viva México (Remastered),"Guitarras, Lloren Guitarras - Remastered",23,154573,False,0.608,0.0277,7,-15.382,1,0.0452,0.938,3.76e-06,0.0874,0.314,109.877,3,guitar
45697,5aWWkqDqVMGcYSI4MzEJqY,Los Poetas De La Guitarra,Music Without Words - Guitarra Vol. 2,Ella / La Enorme Distancia / Que Te Vaya Bonito / Vámonos,22,308981,False,0.454,0.328,2,-6.089,1,0.0337,0.871,0.85,0.117,0.451,139.757,3,guitar
45698,7nfDCitnnPl1XcS3YJPXv0,Los Tres Caballeros,Los Mejores Trios,Regalame Esta Noche,23,168680,False,0.642,0.324,4,-11.891,1,0.027,0.835,2.35e-05,0.101,0.721,96.709,4,guitar
45699,6ZavrhYtp6T1nvrs94UHhw,Cuco Sánchez,Viva México (Remastered),Arrieros Somos - Remastered,22,149133,False,0.527,0.0724,7,-11.67,1,0.0466,0.884,0.0,0.123,0.316,137.327,4,guitar
45700,4LLjDHDwBqsDVZxniYiJYe,Yngwie Malmsteen,The Yngwie Malmsteen Collection,Far Beyond The Sun,45,350026,False,0.152,0.762,5,-13.985,0,0.0956,0.0061,0.823,0.244,0.481,84.048,4,guitar
45701,2bF4PjkcCw5ciubd2xQk3Y,Lance Takamiya,One Wish,One Wish,32,153290,False,0.65,0.145,9,-18.438,1,0.0518,0.984,0.946,0.105,0.355,136.001,4,guitar
45702,3qvKQpE2OLPDqho3DM19N1,Agustín Amigó;Pablo Briceño,Telémaco,Telémaco,46,165243,False,0.683,0.124,1,-17.963,0,0.062,0.982,0.905,0.109,0.417,114.755,4,guitar
45703,1Oqj6onkV4tLjPSwd06Xg7,Allan Soderbergh,Still So Beautiful,Still So Beautiful,45,151124,False,0.644,0.0878,2,-19.388,1,0.0505,0.927,0.859,0.112,0.124,117.092,4,guitar
45704,4jyZ8BAopVzHdBEfZvPsc1,Tyler Terrance,Fernweh,Fernweh,45,212803,False,0.548,0.0988,9,-18.816,1,0.0714,0.994,0.94,0.112,0.231,147.367,4,guitar
45705,5jebiJXbiS6bfVcSck50EV,Andrew Foy,Pop Hits 1,Sunday Morning,38,215259,False,0.606,0.261,7,-13.874,1,0.0518,0.559,0.868,0.0951,0.635,87.944,4,guitar
45706,4KYoSAttyUqmzYisjrK8WR,Marc Holland,Lovers,Lovers,45,156328,False,0.5,0.087,7,-17.131,1,0.05,0.984,0.954,0.111,0.329,128.614,3,guitar
45707,4I7WbrlfomZlIv4mveJ76x,Ahmoudou Madassane,Zerzura (Original Soundtrack Recording),Zerzura Theme II,42,263524,False,0.45,0.303,8,-7.967,0,0.0491,0.71,0.885,0.116,0.259,149.267,4,guitar
45708,1SHV4g9aRealAMsqqnz55a,Sungha Jung,Sungha Jung Cover Compilation 4,A Thousand Years,34,283872,False,0.478,0.28,3,-11.649,1,0.0444,0.69,0.909,0.315,0.223,98.263,4,guitar
45709,5OR1lHmU1oB1LSHBjWpLYk,Beyond The Guitar,"Fairytale (From ""Shrek"")","Fairytale (From ""Shrek"")",37,148421,False,0.563,0.0234,5,-19.784,1,0.0649,0.976,0.855,0.0956,0.169,77.662,3,guitar
45710,2cRll9FJJEs2hVKuOpRrRD,Project AER;Refeeld,Growth Patterns,Brighter Days,42,168571,False,0.712,0.279,3,-12.545,1,0.0345,0.932,0.82,0.38,0.115,136.033,4,guitar
45711,1sXLitmQULzwiWR8D38Ekw,Tinariwen,Aman Iman: Water Is Life,Cler Achel,39,267533,False,0.685,0.797,2,-5.372,1,0.0558,0.506,0.00923,0.069,0.926,98.614,4,guitar
45712,1oGe3ava1219qN4oDv8J24,August D. Valentine,Hope,Lullaby for Doris,22,143520,False,0.661,0.0202,11,-21.832,1,0.145,0.986,0.964,0.11,0.293,139.344,5,guitar
45713,1341iPhZXVcXit72XKMMck,Babik Reinhardt,Babik joue Django,Djangologie,45,156653,False,0.656,0.397,2,-11.936,1,0.0704,0.676,0.924,0.0982,0.663,114.18,4,guitar
45714,3NFY9shrYSF1hMAN7A6Uum,Gilberto Puente,La Guitarra y el Sonido Increible de Gilberto Puente,La Bikina,21,143053,False,0.509,0.294,4,-24.384,1,0.0418,0.502,0.835,0.227,0.907,89.741,4,guitar
45715,5x3jmw4Exk3mM1CCFd1Bq8,Dúo Ayacucho,Torcaza,Paloma del Alma Mía,23,296565,False,0.581,0.509,9,-4.286,0,0.0311,0.754,0.0,0.131,0.31,71.381,5,guitar
45716,2dKNF0EYNtLbUlgLhWwjsG,Little Symphony,Coco Beach,Norbourn,47,112000,False,0.19,0.161,2,-20.719,1,0.0385,0.901,0.97,0.77,0.0809,113.881,3,guitar
45717,1ctzNIXPvcj8hfoW4fHy8Q,Cindy Combs,Slack Key Lady,Hi'ilawe,22,168480,False,0.364,0.307,7,-17.603,1,0.0381,0.909,0.942,0.109,0.674,134.97,4,guitar
45718,5XwQe5h1ifxS0dL16uuEBH,William Luna;Jean Pierre Magnet;Serenata De Los Andes,Para Arriba,Niñachay,24,320506,False,0.688,0.74,2,-4.122,1,0.0477,0.266,1.37e-06,0.123,0.741,93.978,4,guitar
